2026-09-13 15:49:23,570 | INFO    | inspect_dataset | RecSys 2023 federated-install research project - stage 1: dataset inspection
2026-09-13 15:49:23,570 | INFO    | inspect_dataset | config file: configs/base.yaml | seed: 42 | framework: pytorch | num_clients: 10
2026-09-13 15:49:23,570 | INFO    | inspect_dataset | log file: reports\logs\inspect_20260913_154923.log
2026-09-13 15:49:23,573 | INFO    | recsys23_fedrec.discovery | discovered 30 train shard(s) and 1 test shard(s) under C:\Users\Hadi\OneDrive\Desktop\theseee
2026-09-13 15:49:23,573 | INFO    | recsys23_fedrec.pipeline | 
2026-09-13 15:49:23,573 | INFO    | recsys23_fedrec.pipeline | === Stage 1a: format sniffing and schema alignment ===
2026-09-13 15:49:23,576 | DEBUG   | recsys23_fedrec.discovery | sniff 000000000000.csv: delimiter='\t' encoding=utf-8 header=True n_fields=82
2026-09-13 15:49:23,576 | DEBUG   | recsys23_fedrec.pipeline | sniff train/000000000000.csv: delim='\t' enc=utf-8 header=True fields=82
2026-09-13 15:49:23,579 | DEBUG   | recsys23_fedrec.discovery | sniff 000000000001.csv: delimiter='\t' encoding=utf-8 header=True n_fields=82
2026-09-13 15:49:23,579 | DEBUG   | recsys23_fedrec.pipeline | sniff train/000000000001.csv: delim='\t' enc=utf-8 header=True fields=82
2026-09-13 15:49:23,582 | DEBUG   | recsys23_fedrec.discovery | sniff 000000000002.csv: delimiter='\t' encoding=utf-8 header=True n_fields=82
2026-09-13 15:49:23,582 | DEBUG   | recsys23_fedrec.pipeline | sniff train/000000000002.csv: delim='\t' enc=utf-8 header=True fields=82
2026-09-13 15:49:23,585 | DEBUG   | recsys23_fedrec.discovery | sniff 000000000003.csv: delimiter='\t' encoding=utf-8 header=True n_fields=82
2026-09-13 15:49:23,585 | DEBUG   | recsys23_fedrec.pipeline | sniff train/000000000003.csv: delim='\t' enc=utf-8 header=True fields=82
2026-09-13 15:49:23,588 | DEBUG   | recsys23_fedrec.discovery | sniff 000000000004.csv: delimiter='\t' encoding=utf-8 header=True n_fields=82
2026-09-13 15:49:23,588 | DEBUG   | recsys23_fedrec.pipeline | sniff train/000000000004.csv: delim='\t' enc=utf-8 header=True fields=82
2026-09-13 15:49:23,591 | DEBUG   | recsys23_fedrec.discovery | sniff 000000000005.csv: delimiter='\t' encoding=utf-8 header=True n_fields=82
2026-09-13 15:49:23,591 | DEBUG   | recsys23_fedrec.pipeline | sniff train/000000000005.csv: delim='\t' enc=utf-8 header=True fields=82
2026-09-13 15:49:23,595 | DEBUG   | recsys23_fedrec.discovery | sniff 000000000006.csv: delimiter='\t' encoding=utf-8 header=True n_fields=82
2026-09-13 15:49:23,595 | DEBUG   | recsys23_fedrec.pipeline | sniff train/000000000006.csv: delim='\t' enc=utf-8 header=True fields=82
2026-09-13 15:49:23,599 | DEBUG   | recsys23_fedrec.discovery | sniff 000000000007.csv: delimiter='\t' encoding=utf-8 header=True n_fields=82
2026-09-13 15:49:23,599 | DEBUG   | recsys23_fedrec.pipeline | sniff train/000000000007.csv: delim='\t' enc=utf-8 header=True fields=82
2026-09-13 15:49:23,602 | DEBUG   | recsys23_fedrec.discovery | sniff 000000000008.csv: delimiter='\t' encoding=utf-8 header=True n_fields=82
2026-09-13 15:49:23,602 | DEBUG   | recsys23_fedrec.pipeline | sniff train/000000000008.csv: delim='\t' enc=utf-8 header=True fields=82
2026-09-13 15:49:23,606 | DEBUG   | recsys23_fedrec.discovery | sniff 000000000009.csv: delimiter='\t' encoding=utf-8 header=True n_fields=82
2026-09-13 15:49:23,606 | DEBUG   | recsys23_fedrec.pipeline | sniff train/000000000009.csv: delim='\t' enc=utf-8 header=True fields=82
2026-09-13 15:49:23,609 | DEBUG   | recsys23_fedrec.discovery | sniff 000000000010.csv: delimiter='\t' encoding=utf-8 header=True n_fields=82
2026-09-13 15:49:23,609 | DEBUG   | recsys23_fedrec.pipeline | sniff train/000000000010.csv: delim='\t' enc=utf-8 header=True fields=82
2026-09-13 15:49:23,613 | DEBUG   | recsys23_fedrec.discovery | sniff 000000000011.csv: delimiter='\t' encoding=utf-8 header=True n_fields=82
2026-09-13 15:49:23,613 | DEBUG   | recsys23_fedrec.pipeline | sniff train/000000000011.csv: delim='\t' enc=utf-8 header=True fields=82
2026-09-13 15:49:23,617 | DEBUG   | recsys23_fedrec.discovery | sniff 000000000012.csv: delimiter='\t' encoding=utf-8 header=True n_fields=82
2026-09-13 15:49:23,617 | DEBUG   | recsys23_fedrec.pipeline | sniff train/000000000012.csv: delim='\t' enc=utf-8 header=True fields=82
2026-09-13 15:49:23,620 | DEBUG   | recsys23_fedrec.discovery | sniff 000000000013.csv: delimiter='\t' encoding=utf-8 header=True n_fields=82
2026-09-13 15:49:23,620 | DEBUG   | recsys23_fedrec.pipeline | sniff train/000000000013.csv: delim='\t' enc=utf-8 header=True fields=82
2026-09-13 15:49:23,624 | DEBUG   | recsys23_fedrec.discovery | sniff 000000000014.csv: delimiter='\t' encoding=utf-8 header=True n_fields=82
2026-09-13 15:49:23,624 | DEBUG   | recsys23_fedrec.pipeline | sniff train/000000000014.csv: delim='\t' enc=utf-8 header=True fields=82
2026-09-13 15:49:23,628 | DEBUG   | recsys23_fedrec.discovery | sniff 000000000015.csv: delimiter='\t' encoding=utf-8 header=True n_fields=82
2026-09-13 15:49:23,628 | DEBUG   | recsys23_fedrec.pipeline | sniff train/000000000015.csv: delim='\t' enc=utf-8 header=True fields=82
2026-09-13 15:49:23,631 | DEBUG   | recsys23_fedrec.discovery | sniff 000000000016.csv: delimiter='\t' encoding=utf-8 header=True n_fields=82
2026-09-13 15:49:23,631 | DEBUG   | recsys23_fedrec.pipeline | sniff train/000000000016.csv: delim='\t' enc=utf-8 header=True fields=82
2026-09-13 15:49:23,635 | DEBUG   | recsys23_fedrec.discovery | sniff 000000000017.csv: delimiter='\t' encoding=utf-8 header=True n_fields=82
